disease,n_papers,n_trials,dalys,expected_papers,sii,flags,severity,flag_count,needs_review
Other unintentional injuries,41,0,0.0,,0.0034419905859977007,['VERY_LOW_PAPERS'],CRITICAL,1,True
Adverse effects of medical treatment,29,0,0.0,,0.0026956379879266024,['VERY_LOW_PAPERS'],CRITICAL,1,True
Blindness and vision loss,63,6888,29.16399273777044,,0.0026602190919220448,"['LOW_PAPERS', 'LOW_VS_TRIALS', 'HIGH_BURDEN_LOW_PAPERS']",WARNING,3,True
Other neglected tropical diseases,117,2209,4.218302247168106,,0.002566730370745063,"['LOW_PAPERS', 'LOW_VS_TRIALS']",WARNING,2,True
Gallbladder and biliary diseases,22,0,0.0,,0.002401270903646946,['VERY_LOW_PAPERS'],CRITICAL,1,True
Autism spectrum disorders,16581,2079,11.544038080669443,,0.0023724460043013096,[],OK,0,False
Anxiety disorders,29555,8440,42.509645279415395,,0.0021692097652703524,[],OK,0,False
Non-Hodgkin lymphoma,15344,8319,1.196188224062072,,0.0019229990430176258,[],OK,0,False
Bipolar disorder,40278,2041,8.007783132923045,,0.0019191682804375887,[],OK,0,False
Schizophrenia,120602,4344,14.816611183696532,80000.0,0.0019101924262940884,[],OK,0,False
Leprosy,8236,0,0.0,,0.0018836933886632323,[],OK,0,False
Osteoarthritis,104570,10776,21.304565816655384,60000.0,0.001878359355032444,[],OK,0,False
Poisonings,4290,0,0.0,,0.0018728768918663263,[],OK,0,False
Acute hepatitis,6485,5229,4.228048129057121,,0.0018628847319632769,[],OK,0,False
Diphtheria,9126,0,0.0,,0.0018335956847295165,[],OK,0,False
Depressive disorders,13599,11303,56.33036114911696,100000.0,0.0017929166788235307,['BELOW_EXPECTED'],WARNING,1,True
Chronic kidney disease,98464,16614,44.45368361051758,50000.0,0.001684949966147542,[],OK,0,False
Rheumatic heart disease,3789,2665,13.42636918219696,,0.0016611760947853327,[],OK,0,False
Pancreatitis,47438,794,4.101153965670044,,0.0015947509091347456,[],OK,0,False
Ischemic heart disease,23343,13654,188.36055732268008,150000.0,0.0015479200519621372,['BELOW_EXPECTED'],WARNING,1,True
Other musculoskeletal disorders,132,29524,45.17782536783429,,0.0014922380214557052,"['LOW_PAPERS', 'LOW_VS_TRIALS', 'HIGH_TRIALS_LOW_PAPERS', 'HIGH_BURDEN_LOW_PAPERS']",CRITICAL,4,True
Dermatitis,55316,2202,8.177101563788819,,0.0014822548255324364,[],OK,0,False
Asthma,139490,4913,21.422859890543567,100000.0,0.0014456378994509578,[],OK,0,False
Stroke,203208,18444,160.45722063007682,200000.0,0.0014366710092872381,[],OK,0,False
"Tracheal, bronchus, and lung cancer",20,101350,46.53627212165932,200000.0,0.004395331256091595,"['VERY_LOW_PAPERS', 'FAR_BELOW_EXPECTED', 'LOW_VS_TRIALS', 'HIGH_TRIALS_LOW_PAPERS', 'HIGH_BURDEN_LOW_PAPERS']",CRITICAL,5,True
Yellow fever,5670,459,0.3177919486190491,,0.0023840402718633413,[],OK,0,False
Aortic aneurysm,29604,0,0.0,,0.0023234558757394552,[],OK,0,False
Atrial fibrillation and flutter,408,4445,8.358893711971431,50000.0,0.0022255266085267067,"['LOW_PAPERS', 'FAR_BELOW_EXPECTED', 'LOW_VS_TRIALS']",CRITICAL,3,True
Bacterial skin diseases,40,0,0.0,,0.002122263889759779,['VERY_LOW_PAPERS'],CRITICAL,1,True
Psoriasis,43552,2434,3.6899282561916857,,0.0015940236626192927,[],OK,0,False
Diabetes mellitus,188776,23548,78.93858705039968,200000.0,0.0014813512098044157,[],OK,0,False
Non-rheumatic valvular heart disease,26,0,0.0,,0.0030303150415420532,['VERY_LOW_PAPERS'],CRITICAL,1,True
Zika virus,9379,0,0.0,,0.002689304295927286,[],OK,0,False
Ebola,10068,0,0.0,,0.002663437044247985,[],OK,0,False
Interpersonal violence,3391,1741,26.829606601489587,,0.0025765097234398127,['HIGH_BURDEN_LOW_PAPERS'],WARNING,1,True
Eating disorders,23049,1423,3.403145791933371,,0.002483414951711893,[],OK,0,False
Alcohol use disorders,8761,2007,16.980984234290705,,0.002373144729062915,[],OK,0,False
Endocarditis,25584,0,0.0,,0.0023425864055752754,[],OK,0,False
Acute glomerulonephritis,514,0,0.0,,0.002278751228004694,[],OK,0,False
Trachoma,2004,91,0.1231902374069621,,0.0021463842131197453,[],OK,0,False
Hodgkin lymphoma,23422,0,0.0,,0.0019216906512156129,[],OK,0,False
Hypertensive heart disease,1559,12175,25.462184707367495,80000.0,0.0019033121643587947,"['FAR_BELOW_EXPECTED', 'HIGH_BURDEN_LOW_PAPERS']",CRITICAL,2,True
Alopecia areata,4263,0,0.0,,0.0017714363057166338,[],OK,0,False
Malignant skin melanoma,68,0,0.0,,0.00176289735827595,['LOW_PAPERS'],WARNING,1,True
Other digestive diseases,38,0,0.0,,0.0017058455850929022,['VERY_LOW_PAPERS'],CRITICAL,1,True
Stomach cancer,4299,100415,22.786633095688547,60000.0,0.0015987837687134743,"['FAR_BELOW_EXPECTED', 'LOW_VS_TRIALS', 'HIGH_BURDEN_LOW_PAPERS']",CRITICAL,3,True
Food-borne trematodiases,42,0,0.0,,0.0037960035260766745,['VERY_LOW_PAPERS'],CRITICAL,1,True
Conduct disorder,4502,0,0.0,,0.0033214169088751078,[],OK,0,False
Gallbladder and biliary tract cancer,47,0,0.0,,0.003313574707135558,['VERY_LOW_PAPERS'],CRITICAL,1,True
African trypanosomiasis,2660,0,0.0,,0.0030020861886441708,[],OK,0,False
Brain and central nervous system cancer,30,100437,8.912595213850375,80000.0,0.002793656662106514,"['VERY_LOW_PAPERS', 'FAR_BELOW_EXPECTED', 'LOW_VS_TRIALS', 'HIGH_TRIALS_LOW_PAPERS']",CRITICAL,4,True
Lip and oral cavity cancer,84,0,0.0,,0.0026389581616967916,['LOW_PAPERS'],WARNING,1,True
Chagas disease,11889,2251,0.2385892852142985,,0.002595009282231331,[],OK,0,False
Lower extremity peripheral arterial disease,362,0,0.0,,0.002499463502317667,['LOW_PAPERS'],WARNING,1,True
Motor neuron disease,5494,3510,1.0405659783974623,,0.0021835726220160723,[],OK,0,False
Other neoplasms,1164,0,0.0,,0.0021655417513102293,[],OK,0,False
Other malignant neoplasms,140,113268,6.454745913878909,,0.00211481936275959,"['LOW_PAPERS', 'LOW_VS_TRIALS', 'HIGH_TRIALS_LOW_PAPERS']",CRITICAL,3,True
Colon and rectum cancer,132,100743,24.40110017996526,100000.0,0.002100961282849312,"['LOW_PAPERS', 'FAR_BELOW_EXPECTED', 'LOW_VS_TRIALS', 'HIGH_TRIALS_LOW_PAPERS', 'HIGH_BURDEN_LOW_PAPERS']",CRITICAL,5,True
Esophageal cancer,26754,0,0.0,,0.0020468784496188164,[],OK,0,False
Parkinson's disease,120308,6800,7.471821424322477,80000.0,0.002009938471019268,[],OK,0,False
Pulmonary Arterial Hypertension,17647,0,0.0,,0.001996028935536742,[],OK,0,False
Multiple myeloma,42884,3756,2.595594988860918,,0.0019724173471331596,[],OK,0,False
Other mental disorders,1483,46434,8.962343979627114,,0.0019362408202141523,['LOW_VS_TRIALS'],WARNING,1,True
Nasopharynx cancer,153,0,0.0,,0.0019171893363818526,['LOW_PAPERS'],WARNING,1,True
Liver cancer,35856,100571,12.887652414924736,80000.0,0.0019011873519048095,[],OK,0,False
Alzheimer's disease and other dementias,470,10805,36.33268673680246,150000.0,0.0018766927532851696,"['LOW_PAPERS', 'FAR_BELOW_EXPECTED', 'LOW_VS_TRIALS', 'HIGH_TRIALS_LOW_PAPERS', 'HIGH_BURDEN_LOW_PAPERS']",CRITICAL,5,True
Pancreatic cancer,58808,100378,11.316963350583196,60000.0,0.0018711298471316695,[],OK,0,False
Sudden infant death syndrome,3203,0,0.0,,0.0018519234145060182,[],OK,0,False
Idiopathic epilepsy,1063,2684,13.877827484414238,,0.0018377267988398671,[],OK,0,False
Larynx cancer,827,0,0.0,,0.0018012583022937179,[],OK,0,False
Gynecological diseases,950,0,0.0,,0.0017790735000744462,[],OK,0,False
Ovarian cancer,69643,100314,5.163256304643558,50000.0,0.0017764639342203736,[],OK,0,False
Eye cancer,279,0,0.0,,0.001729816198348999,['LOW_PAPERS'],WARNING,1,True
Bladder cancer,43542,100358,4.3970666327433765,,0.0017236220883205533,[],OK,0,False
Mesothelioma,14026,0,0.0,,0.0017081701662391424,[],OK,0,False
Other chronic respiratory diseases,91,0,0.0,,0.0016948080155998468,['LOW_PAPERS'],WARNING,1,True
Maternal disorders,125,39534,12.314021231347068,,0.001694563077762723,"['LOW_PAPERS', 'LOW_VS_TRIALS', 'HIGH_TRIALS_LOW_PAPERS']",CRITICAL,3,True
Thyroid cancer,31762,0,0.0,,0.001689083524979651,[],OK,0,False
Other nutritional deficiencies,56,0,0.0,,0.0016808133805170655,['LOW_PAPERS'],WARNING,1,True
Prostate cancer,153594,100772,8.141561072273841,150000.0,0.001644961186684668,[],OK,0,False
Kidney cancer,7920,100264,4.016362117183705,,0.0016394805861636996,['LOW_VS_TRIALS'],WARNING,1,True
Other neurological disorders,1837,0,0.0,,0.0016335766995325685,[],OK,0,False
Non-melanoma skin cancer,3140,0,0.0,,0.0016300505958497524,[],OK,0,False
Testicular cancer,5648,0,0.0,,0.0016157722566276789,[],OK,0,False
Uterine cancer,2710,0,0.0,,0.0016066193347796798,[],OK,0,False
Cervical cancer,64229,100308,9.911653091017737,,0.0015725988196209073,[],OK,0,False
Multiple sclerosis,89202,3434,0.9732982653784076,50000.0,0.001541425590403378,[],OK,0,False
Inflammatory bowel disease,66033,6194,1.510783814759216,50000.0,0.0015104836784303188,[],OK,0,False
Breast cancer,214325,101576,20.63571817792674,250000.0,0.0015090125380083919,[],OK,0,False
Gout,12258,0,0.0,,0.0014910721220076084,[],OK,0,False
Rheumatoid arthritis,100267,10357,3.0753031663426205,80000.0,0.0014907234581187367,[],OK,0,False
Attention-deficit hyperactivity disorder,39159,0,0.0,,0.0022964347153902054,[],OK,0,False
HIV AIDS,34990,0,0.0,,0.0019043850479647517,[],OK,0,False
