measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,22,All ages,639,Other musculoskeletal disorders,1,Number,2021,81169.1505641501,88478.790466377,69942.03450271154
1,Deaths,1,Global,3,Both,22,All ages,639,Other musculoskeletal disorders,2,Percent,2021,0.0011961323599834048,0.0012971820054473015,0.0010404722460728019
1,Deaths,1,Global,3,Both,22,All ages,639,Other musculoskeletal disorders,3,Rate,2021,1.0285834060496135,1.1212118770311663,0.8863122944471565
1,Deaths,1,Global,3,Both,22,All ages,641,Congenital birth defects,1,Number,2021,530946.5832043171,642418.9410838895,454278.9747743339
1,Deaths,1,Global,3,Both,22,All ages,641,Congenital birth defects,2,Percent,2021,0.007819769606665222,0.009410466161122613,0.006819381846195657
1,Deaths,1,Global,3,Both,22,All ages,641,Congenital birth defects,3,Rate,2021,6.728206975026613,8.140795584753839,5.756667550694889
1,Deaths,1,Global,3,Both,22,All ages,958,Typhoid and paratyphoid,1,Number,2021,107459.49100009071,180774.20398057043,56096.65958031558
1,Deaths,1,Global,3,Both,22,All ages,958,Typhoid and paratyphoid,2,Percent,2021,0.0015825540361050201,0.002650859980984027,0.0008123932210355865
1,Deaths,1,Global,3,Both,22,All ages,958,Typhoid and paratyphoid,3,Rate,2021,1.3617371685795274,2.290788374202442,0.7108623507587992
1,Deaths,1,Global,3,Both,22,All ages,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,62018.15387980423,97785.78956459304,36079.121574733974
1,Deaths,1,Global,3,Both,22,All ages,959,Invasive Non-typhoidal Salmonella (iNTS),2,Percent,2021,0.0009136036275686946,0.0014489066987065694,0.000529067292942174
1,Deaths,1,Global,3,Both,22,All ages,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.7859001050427709,1.239151078883204,0.4571981534695087
1,Deaths,1,Global,3,Both,22,All ages,980,Bacterial skin diseases,1,Number,2021,75068.78684982363,84557.17462845785,65890.74720847109
1,Deaths,1,Global,3,Both,22,All ages,980,Bacterial skin diseases,2,Percent,2021,0.0011063265683997246,0.001250523248745861,0.0009692611439133136
1,Deaths,1,Global,3,Both,22,All ages,980,Bacterial skin diseases,3,Rate,2021,0.9512790010655506,1.0715167779972417,0.8349739860500274
1,Deaths,1,Global,3,Both,22,All ages,992,Upper digestive system diseases,1,Number,2021,273012.5307485469,312977.23821423354,234892.83106176727
1,Deaths,1,Global,3,Both,22,All ages,992,Upper digestive system diseases,2,Percent,2021,0.004022248992164618,0.004579723866496905,0.003484521764441802
1,Deaths,1,Global,3,Both,22,All ages,992,Upper digestive system diseases,3,Rate,2021,3.4596414625483694,3.966078140043774,2.9765849038816876
1,Deaths,1,Global,3,Both,22,All ages,1004,Pulmonary Arterial Hypertension,1,Number,2021,22020.532101938217,25351.581187837164,18239.163884644495
1,Deaths,1,Global,3,Both,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2021,0.00032444938791276385,0.00037321312755220627,0.0002693631448567648
1,Deaths,1,Global,3,Both,22,All ages,1004,Pulmonary Arterial Hypertension,3,Rate,2021,0.27904633416775304,0.3212577136226174,0.23112846668436934
1,Deaths,1,Global,3,Both,22,All ages,345,Malaria,1,Number,2021,748131.2444025845,1536034.8901330386,267703.3128384155
1,Deaths,1,Global,3,Both,22,All ages,345,Malaria,2,Percent,2021,0.01101131519695054,0.022796502136071213,0.00397911786186031
1,Deaths,1,Global,3,Both,22,All ages,345,Malaria,3,Rate,2021,9.480392220337176,19.464784196003336,3.3923625344887913
1,Deaths,1,Global,3,Both,22,All ages,346,Chagas disease,1,Number,2021,7712.884459429922,8842.75887955919,6731.412488321055
1,Deaths,1,Global,3,Both,22,All ages,346,Chagas disease,2,Percent,2021,0.00011368107427022365,0.00012964924931571393,9.79080152075358e-05
1,Deaths,1,Global,3,Both,22,All ages,346,Chagas disease,3,Rate,2021,0.09773842540680065,0.11205630444566533,0.08530111670061272
1,Deaths,1,Global,3,Both,22,All ages,347,Leishmaniasis,1,Number,2021,5482.232239735168,17781.296407311525,1609.4769815707843
1,Deaths,1,Global,3,Both,22,All ages,347,Leishmaniasis,2,Percent,2021,8.071317171228394e-05,0.0002579620242783394,2.4105131550103395e-05
1,Deaths,1,Global,3,Both,22,All ages,347,Leishmaniasis,3,Rate,2021,0.06947138254755049,0.22532632527866028,0.020395449553881406
1,Deaths,1,Global,3,Both,22,All ages,350,African trypanosomiasis,1,Number,2021,1055.3233044229505,2995.0206619681385,371.26318783416417
1,Deaths,1,Global,3,Both,22,All ages,350,African trypanosomiasis,2,Percent,2021,1.5532625643960077e-05,4.32898402845281e-05,5.434787293899631e-06
1,Deaths,1,Global,3,Both,22,All ages,350,African trypanosomiasis,3,Rate,2021,0.01337316001710528,0.03795319443735528,0.004704683388074832
1,Deaths,1,Global,3,Both,22,All ages,351,Schistosomiasis,1,Number,2021,12857.573424201824,14387.796071076242,11335.03535909281
1,Deaths,1,Global,3,Both,22,All ages,351,Schistosomiasis,2,Percent,2021,0.00018937974760704267,0.00020954071143274047,0.00016959785930064709
1,Deaths,1,Global,3,Both,22,All ages,351,Schistosomiasis,3,Rate,2021,0.1629324265965599,0.18232355747814272,0.1436386754858799
1,Deaths,1,Global,3,Both,22,All ages,352,Cysticercosis,1,Number,2021,1643.3419355073922,2287.0824610052614,1113.778296860659
1,Deaths,1,Global,3,Both,22,All ages,352,Cysticercosis,2,Percent,2021,2.421215772654175e-05,3.369648915685737e-05,1.64276552629182e-05
1,Deaths,1,Global,3,Both,22,All ages,352,Cysticercosis,3,Rate,2021,0.020824589558719818,0.02898213239028437,0.014113907392238452
1,Deaths,1,Global,3,Both,22,All ages,353,Cystic echinococcosis,1,Number,2021,1363.7195043471647,1775.056524979661,985.6801311568057
1,Deaths,1,Global,3,Both,22,All ages,353,Cystic echinococcosis,2,Percent,2021,2.009364130083138e-05,2.583792990712032e-05,1.4538730484044425e-05
1,Deaths,1,Global,3,Both,22,All ages,353,Cystic echinococcosis,3,Rate,2021,0.01728118679237756,0.022493689704824463,0.012490634921446185
1,Deaths,1,Global,3,Both,22,All ages,357,Dengue,1,Number,2021,29075.965615825524,38980.48719657974,17627.53317258741
1,Deaths,1,Global,3,Both,22,All ages,357,Dengue,2,Percent,2021,0.0004284831807589714,0.0005710705174892726,0.000258396878148194
1,Deaths,1,Global,3,Both,22,All ages,357,Dengue,3,Rate,2021,0.36845347696069514,0.4939645420884805,0.22337782254580563
1,Deaths,1,Global,3,Both,22,All ages,358,Yellow fever,1,Number,2021,4601.911183119873,10002.378531545362,1756.9809712880171
1,Deaths,1,Global,3,Both,22,All ages,358,Yellow fever,2,Percent,2021,6.779418064846202e-05,0.00014894100161333556,2.5376807635192538e-05
1,Deaths,1,Global,3,Both,22,All ages,358,Yellow fever,3,Rate,2021,0.058315868112113284,0.1267511179686839,0.02226463452249026
1,Deaths,1,Global,3,Both,22,All ages,359,Rabies,1,Number,2021,10084.207728480995,14171.857352074552,6016.00011960151
1,Deaths,1,Global,3,Both,22,All ages,359,Rabies,2,Percent,2021,0.0001485721777218217,0.0002059273514752708,8.868289186792499e-05
1,Deaths,1,Global,3,Both,22,All ages,359,Rabies,3,Rate,2021,0.12778806554683836,0.17958716093407384,0.07623534126951464
1,Deaths,1,Global,3,Both,22,All ages,360,Intestinal nematode infections,1,Number,2021,3472.7326166737157,4656.0918472698695,2238.2690432967515
1,Deaths,1,Global,3,Both,22,All ages,360,Intestinal nematode infections,2,Percent,2021,5.113553461530063e-05,6.768838177035276e-05,3.3336376500435104e-05
1,Deaths,1,Global,3,Both,22,All ages,360,Intestinal nematode infections,3,Rate,2021,0.04400680699910486,0.0590024507815893,0.028363563992086577
1,Deaths,1,Global,3,Both,22,All ages,365,Other neglected tropical diseases,1,Number,2021,21942.90650693832,26891.42923651018,15207.289395344034
1,Deaths,1,Global,3,Both,22,All ages,365,Other neglected tropical diseases,2,Percent,2021,0.0003232351087650558,0.00039634846383675767,0.0002300460032202908
1,Deaths,1,Global,3,Both,22,All ages,365,Other neglected tropical diseases,3,Rate,2021,0.2780626550440133,0.3407708185361791,0.19270825694649685
1,Deaths,1,Global,3,Both,22,All ages,366,Maternal disorders,1,Number,2021,191152.4081553945,227096.97371329457,161459.99721684272
1,Deaths,1,Global,3,Both,22,All ages,366,Maternal disorders,2,Percent,2021,0.0028154359950318107,0.0032950718891245063,0.0023836502177850714
1,Deaths,1,Global,3,Both,22,All ages,366,Maternal disorders,3,Rate,2021,2.422301991440336,2.8777950379186135,2.0460368591243006
1,Deaths,1,Global,3,Both,22,All ages,380,Neonatal disorders,1,Number,2021,1831534.820974625,2121829.2719252873,1570938.3077425933
1,Deaths,1,Global,3,Both,22,All ages,380,Neonatal disorders,2,Percent,2021,0.02697057202548296,0.030538617873222762,0.02351623898553111
1,Deaths,1,Global,3,Both,22,All ages,380,Neonatal disorders,3,Rate,2021,23.209388189514968,26.88802783328148,19.90708371396163
1,Deaths,1,Global,3,Both,22,All ages,297,Tuberculosis,1,Number,2021,1162795.8919709644,1313985.0465696654,1050008.015724133
1,Deaths,1,Global,3,Both,22,All ages,297,Tuberculosis,2,Percent,2021,0.01713211955096879,0.019217262463405556,0.01581486637400364
1,Deaths,1,Global,3,Both,22,All ages,297,Tuberculosis,3,Rate,2021,14.735063146419623,16.65094688444135,13.305804159418368
1,Deaths,1,Global,3,Both,22,All ages,298,HIV/AIDS,1,Number,2021,718079.2179575106,785447.0499669798,669270.7360323089
1,Deaths,1,Global,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2021,0.010583918725668976,0.011648387032005974,0.009819857238844208
1,Deaths,1,Global,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2021,9.099570005188616,9.953261754145794,8.481064153719124
1,Deaths,1,Global,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2021,1165397.6747908166,1618357.7157917153,793421.3462860667
1,Deaths,1,Global,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2021,0.017168057725716786,0.023691624481065373,0.01194016459993762
1,Deaths,1,Global,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2021,14.768033192502942,20.507987085563066,10.054312816177704
1,Deaths,1,Global,3,Both,22,All ages,321,Other intestinal infectious diseases,1,Number,2021,1344.5438602390113,1740.9118158429305,989.1763805406745
1,Deaths,1,Global,3,Both,22,All ages,321,Other intestinal infectious diseases,2,Percent,2021,1.9799291169322775e-05,2.5433303420299047e-05,1.4607133259256366e-05
1,Deaths,1,Global,3,Both,22,All ages,321,Other intestinal infectious diseases,3,Rate,2021,0.017038191156808224,0.02206100461475844,0.012534939735216737
1,Deaths,1,Global,3,Both,22,All ages,322,Lower respiratory infections,1,Number,2021,2183001.289024,2360083.9150337726,1979915.4614943087
1,Deaths,1,Global,3,Both,22,All ages,322,Lower respiratory infections,2,Percent,2021,0.0321624063762467,0.03443570612688961,0.029405760367243773
1,Deaths,1,Global,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2021,27.66320561036799,29.907213947863024,25.089682162739923
1,Deaths,1,Global,3,Both,22,All ages,328,Upper respiratory infections,1,Number,2021,19611.486921276457,41577.14737669898,7037.532376947448
1,Deaths,1,Global,3,Both,22,All ages,328,Upper respiratory infections,2,Percent,2021,0.0002886591849141222,0.0006046957265373036,0.00010528726717880707
1,Deaths,1,Global,3,Both,22,All ages,328,Upper respiratory infections,3,Rate,2021,0.24851867827841123,0.5268696735806423,0.0891802978367269
1,Deaths,1,Global,3,Both,22,All ages,329,Otitis media,1,Number,2021,535.8696898466467,1240.5300095545326,216.64090730662426
1,Deaths,1,Global,3,Both,22,All ages,329,Otitis media,2,Percent,2021,7.89638679376389e-06,1.7994790391602154e-05,3.220594188618433e-06
1,Deaths,1,Global,3,Both,22,All ages,329,Otitis media,3,Rate,2021,0.006790593063378136,0.01572011747894187,0.002745294742871741
1,Deaths,1,Global,3,Both,22,All ages,332,Meningitis,1,Number,2021,213962.05365606284,265664.4207892214,175653.35931265468
1,Deaths,1,Global,3,Both,22,All ages,332,Meningitis,2,Percent,2021,0.003151679394988354,0.003944461422414554,0.0026205212432528677
1,Deaths,1,Global,3,Both,22,All ages,332,Meningitis,3,Rate,2021,2.711348047691957,3.366525495244798,2.225896530271995
1,Deaths,1,Global,3,Both,22,All ages,337,Encephalitis,1,Number,2021,91947.72633387746,106091.28107757116,78328.72064971611
1,Deaths,1,Global,3,Both,22,All ages,337,Encephalitis,2,Percent,2021,0.0013547916133491422,0.0015450672466322674,0.0011566925204347512
1,Deaths,1,Global,3,Both,22,All ages,337,Encephalitis,3,Rate,2021,1.1651705712538123,1.3443990787693616,0.9925892006682879
1,Deaths,1,Global,3,Both,22,All ages,338,Diphtheria,1,Number,2021,3824.742962615927,5393.77269139683,2610.2675269508645
1,Deaths,1,Global,3,Both,22,All ages,338,Diphtheria,2,Percent,2021,5.631608744109321e-05,7.817008881859875e-05,3.884112832863764e-05
1,Deaths,1,Global,3,Both,22,All ages,338,Diphtheria,3,Rate,2021,0.04846751649375184,0.06835041450864579,0.03307756512062907
1,Deaths,1,Global,3,Both,22,All ages,339,Pertussis,1,Number,2021,52608.66229233244,106185.87516582235,23531.795494726593
1,Deaths,1,Global,3,Both,22,All ages,339,Pertussis,2,Percent,2021,0.0007743393353649142,0.0015284240207760035,0.00034739949566989887
1,Deaths,1,Global,3,Both,22,All ages,339,Pertussis,3,Rate,2021,0.666662108353526,1.3455977842973772,0.2981972115292674
1,Deaths,1,Global,3,Both,22,All ages,340,Tetanus,1,Number,2021,21228.662659309502,32682.338547815583,9550.987138319773
1,Deaths,1,Global,3,Both,22,All ages,340,Tetanus,2,Percent,2021,0.0003128333933554991,0.000481935994115302,0.00014226754794195872
1,Deaths,1,Global,3,Both,22,All ages,340,Tetanus,3,Rate,2021,0.2690116872263398,0.4141537870919409,0.12103104213348696
1,Deaths,1,Global,3,Both,22,All ages,387,Protein-energy malnutrition,1,Number,2021,189345.49512672023,213754.71141775514,167550.8492191349
1,Deaths,1,Global,3,Both,22,All ages,387,Protein-energy malnutrition,2,Percent,2021,0.0027892592284782334,0.0031026966489042995,0.0024865973713111885
1,Deaths,1,Global,3,Both,22,All ages,387,Protein-energy malnutrition,3,Rate,2021,2.399404613008367,2.708720586591109,2.1232207307641846
1,Deaths,1,Global,3,Both,22,All ages,529,Appendicitis,1,Number,2021,29319.583191897298,34328.25656660485,25275.79668328604
1,Deaths,1,Global,3,Both,22,All ages,529,Appendicitis,2,Percent,2021,0.00043199582463327753,0.0004957474699431495,0.0003782498312670423
1,Deaths,1,Global,3,Both,22,All ages,529,Appendicitis,3,Rate,2021,0.3715406226857373,0.435011021029688,0.32029736497691647
1,Deaths,1,Global,3,Both,22,All ages,530,Paralytic ileus and intestinal obstruction,1,Number,2021,232300.2891123163,260326.0322278261,203723.02459534496
1,Deaths,1,Global,3,Both,22,All ages,530,Paralytic ileus and intestinal obstruction,2,Percent,2021,0.0034227180454125946,0.003815027751628191,0.003031268996905459
1,Deaths,1,Global,3,Both,22,All ages,530,Paralytic ileus and intestinal obstruction,3,Rate,2021,2.9437319590109046,3.2988769138424754,2.5815980710972113
1,Deaths,1,Global,3,Both,22,All ages,531,"Inguinal, femoral, and abdominal hernia",1,Number,2021,48011.729594195764,56309.03384672722,42565.00208398194
1,Deaths,1,Global,3,Both,22,All ages,531,"Inguinal, femoral, and abdominal hernia",2,Percent,2021,0.0007076239515629168,0.0008360630905963634,0.0006270040120495042
1,Deaths,1,Global,3,Both,22,All ages,531,"Inguinal, femoral, and abdominal hernia",3,Rate,2021,0.6084093280895111,0.7135535782114055,0.5393878649432119
1,Deaths,1,Global,3,Both,22,All ages,532,Inflammatory bowel disease,1,Number,2021,42422.65913526437,46502.09665899696,37536.90390356831
