biobank_id,biobank_name,cluster_id,cluster_size,cluster_theme,term,cdf_ipf
mvp,Million Veteran Program,7,17,Nutrition & Diet,Alcoholism,2.3675
mvp,Million Veteran Program,7,17,Nutrition & Diet,Alcohol Drinking,2.3013
mvp,Million Veteran Program,7,17,Nutrition & Diet,Alcoholism Humans,2.1369
mvp,Million Veteran Program,7,17,Nutrition & Diet,Male Alcohol Drinking,1.3538
mvp,Million Veteran Program,7,17,Nutrition & Diet,Alcohol Drinking Aged,0.998
mvp,Million Veteran Program,8,18,General Research,Humans Multifactorial Inheritance,1.7015
mvp,Million Veteran Program,8,18,General Research,Multifactorial Inheritance,1.523
mvp,Million Veteran Program,8,18,General Research,White Humans,1.3798
mvp,Million Veteran Program,8,18,General Research,White,1.3798
mvp,Million Veteran Program,8,18,General Research,Black Or African American White,1.1162
mvp,Million Veteran Program,9,18,Genomics & GWAS,Biological Specimen Banks,1.9737
mvp,Million Veteran Program,9,18,Genomics & GWAS,United Kingdom,1.3283
mvp,Million Veteran Program,9,18,Genomics & GWAS,Middle Aged Biological Specimen Banks,1.1162
mvp,Million Veteran Program,9,18,Genomics & GWAS,Biological Specimen Banks Polymorphism Single Nucleotide,0.9425
mvp,Million Veteran Program,9,18,Genomics & GWAS,United Kingdom Humans,0.7548
mvp,Million Veteran Program,10,19,Nutrition & Diet,Phenotype Female,1.2895
mvp,Million Veteran Program,10,19,Nutrition & Diet,Phenotype,0.9103
mvp,Million Veteran Program,10,19,Nutrition & Diet,Non Alcoholic Fatty Liver Disease,0.8929
mvp,Million Veteran Program,10,19,Nutrition & Diet,Electronic Health Records Veterans,0.8929
mvp,Million Veteran Program,10,19,Nutrition & Diet,Genetic Predisposition To Disease Male,0.8499
mvp,Million Veteran Program,11,19,General Research,Humans Veterans,1.2895
mvp,Million Veteran Program,11,19,General Research,Veterans,0.7274
mvp,Million Veteran Program,11,19,General Research,Aortic Aneurysm Abdominal Veterans,0.7151
mvp,Million Veteran Program,11,19,General Research,Humans Aortic Aneurysm Abdominal,0.7151
mvp,Million Veteran Program,11,19,General Research,Aortic Aneurysm Abdominal,0.6697
finngen,FinnGen,0,70,Mendelian Randomization,Mendelian Randomization Analysis Female,2.9475
finngen,FinnGen,0,70,Mendelian Randomization,Female Male,1.2976
finngen,FinnGen,0,70,Mendelian Randomization,Male Genome Wide Association Study,1.0997
finngen,FinnGen,0,70,Mendelian Randomization,Female,0.8622
finngen,FinnGen,0,70,Mendelian Randomization,Male,0.8374
finngen,FinnGen,1,153,Mendelian Randomization,Female Mendelian Randomization Analysis,2.0476
finngen,FinnGen,1,153,Mendelian Randomization,Pregnancy,1.8358
finngen,FinnGen,1,153,Mendelian Randomization,Humans Pregnancy,1.1306
finngen,FinnGen,1,153,Mendelian Randomization,Female,0.9145
finngen,FinnGen,1,153,Mendelian Randomization,Pre Eclampsia,0.8881
finngen,FinnGen,2,584,Genomics & GWAS,Mendelian Randomization Analysis Genome Wide Association Study,0.3668
finngen,FinnGen,2,584,Genomics & GWAS,Humans Mendelian Randomization Analysis,0.3303
finngen,FinnGen,2,584,Genomics & GWAS,Polymorphism Single Nucleotide,0.2592
finngen,FinnGen,2,584,Genomics & GWAS,Risk Factors,0.2567
finngen,FinnGen,2,584,Genomics & GWAS,Humans Polymorphism Single Nucleotide,0.2465
finngen,FinnGen,3,151,Genomics & GWAS,Humans Genetic Predisposition To Disease,1.4487
finngen,FinnGen,3,151,Genomics & GWAS,Genetic Predisposition To Disease,0.8477
finngen,FinnGen,3,151,Genomics & GWAS,Genome Wide Association Study Humans,0.8085
finngen,FinnGen,3,151,Genomics & GWAS,Mendelian Randomization Analysis Genome Wide Association Study,0.8054
finngen,FinnGen,3,151,Genomics & GWAS,Polymorphism Single Nucleotide Mendelian Randomization Analysis,0.7976
finngen,FinnGen,4,115,Mendelian Randomization,Quantitative Trait Loci,2.2531
finngen,FinnGen,4,115,Mendelian Randomization,Quantitative Trait Loci Genome Wide Association Study,1.7541
finngen,FinnGen,4,115,Mendelian Randomization,Mendelian Randomization Analysis Quantitative Trait Loci,1.2049
finngen,FinnGen,4,115,Mendelian Randomization,Multiomics,1.0944
finngen,FinnGen,4,115,Mendelian Randomization,Proteome,0.9199
finngen,FinnGen,5,127,Mendelian Randomization,Gastrointestinal Microbiome,2.4218
finngen,FinnGen,5,127,Mendelian Randomization,Mendelian Randomization Analysis Gastrointestinal Microbiome,2.4015
finngen,FinnGen,5,127,Mendelian Randomization,Gastrointestinal Microbiome Genome Wide Association Study,1.9659
finngen,FinnGen,5,127,Mendelian Randomization,Humans Mendelian Randomization Analysis,0.8062
finngen,FinnGen,5,127,Mendelian Randomization,Gastrointestinal Microbiome Bacteria,0.372
finngen,FinnGen,6,253,Mendelian Randomization,Mendelian Randomization Analysis Male,1.6454
finngen,FinnGen,6,253,Mendelian Randomization,Male Female,1.6124
finngen,FinnGen,6,253,Mendelian Randomization,Male,1.0813
finngen,FinnGen,6,253,Mendelian Randomization,Female Genome Wide Association Study,0.787
finngen,FinnGen,6,253,Mendelian Randomization,Female,0.7771
finngen,FinnGen,7,59,Genomics & GWAS,Causality,3.0409
finngen,FinnGen,7,59,Genomics & GWAS,Causality Humans,1.9239
finngen,FinnGen,7,59,Genomics & GWAS,Risk Factors Causality,0.7722
finngen,FinnGen,7,59,Genomics & GWAS,Mendelian Randomization Analysis Genome Wide Association Study,0.5845
finngen,FinnGen,7,59,Genomics & GWAS,Polymorphism Single Nucleotide Mendelian Randomization Analysis,0.4965
finngen,FinnGen,8,147,General Research,Aged,1.6549
finngen,FinnGen,8,147,General Research,Middle Aged,1.6271
finngen,FinnGen,8,147,General Research,Male Aged,1.2297
finngen,FinnGen,8,147,General Research,Humans Middle Aged,1.1095
finngen,FinnGen,8,147,General Research,Female Male,1.1034
finngen,FinnGen,9,38,Mendelian Randomization,Crohn Disease,3.7593
finngen,FinnGen,9,38,Mendelian Randomization,Colitis Ulcerative,3.3654
finngen,FinnGen,9,38,Mendelian Randomization,Inflammatory Bowel Diseases,3.2718
finngen,FinnGen,9,38,Mendelian Randomization,Inflammatory Bowel Diseases Crohn Disease,3.1934
finngen,FinnGen,9,38,Mendelian Randomization,Crohn Disease Mendelian Randomization Analysis,2.9377
finngen,FinnGen,10,113,Genomics & GWAS,Genome Wide Association Study Genetic Predisposition To Disease,2.2289
finngen,FinnGen,10,113,Genomics & GWAS,Genetic Predisposition To Disease,1.1327
finngen,FinnGen,10,113,Genomics & GWAS,Humans Polymorphism Single Nucleotide,1.0792
finngen,FinnGen,10,113,Genomics & GWAS,Risk Factors Humans,0.7811
finngen,FinnGen,10,113,Genomics & GWAS,Polymorphism Single Nucleotide Mendelian Randomization Analysis,0.6769
finngen,FinnGen,11,94,Genomics & GWAS,Male Mendelian Randomization Analysis,2.3396
finngen,FinnGen,11,94,Genomics & GWAS,Female Male,2.1166
finngen,FinnGen,11,94,Genomics & GWAS,Male,1.074
finngen,FinnGen,11,94,Genomics & GWAS,Polymorphism Single Nucleotide Female,0.9818
finngen,FinnGen,11,94,Genomics & GWAS,Middle Aged,0.9729
all_of_us,All of Us Research Program,0,14,General Research,Genomics,3.2467
all_of_us,All of Us Research Program,0,14,General Research,Genetics Population,1.1093
all_of_us,All of Us Research Program,0,14,General Research,Genome Human,1.0058
all_of_us,All of Us Research Program,0,14,General Research,Disclosure,0.7695
all_of_us,All of Us Research Program,0,14,General Research,Program Evaluation Genomics,0.7695
all_of_us,All of Us Research Program,1,13,General Research,United States Aged,2.2659
all_of_us,All of Us Research Program,1,13,General Research,Male Algorithms,1.4442
all_of_us,All of Us Research Program,1,13,General Research,Algorithms Middle Aged,1.4442
all_of_us,All of Us Research Program,1,13,General Research,Algorithms,1.3755
all_of_us,All of Us Research Program,1,13,General Research,Female Electronic Health Records,0.954
all_of_us,All of Us Research Program,2,109,Epidemiology & Risk Factors,Risk Factors,0.7285
all_of_us,All of Us Research Program,2,109,Epidemiology & Risk Factors,Aged Female,0.6475
all_of_us,All of Us Research Program,2,109,Epidemiology & Risk Factors,Male Middle Aged,0.6449
all_of_us,All of Us Research Program,2,109,Epidemiology & Risk Factors,Aged,0.5959
all_of_us,All of Us Research Program,2,109,Epidemiology & Risk Factors,Cross Sectional Studies Humans,0.5896
all_of_us,All of Us Research Program,3,35,General Research,Ethnicity,1.4938
all_of_us,All of Us Research Program,3,35,General Research,Racial Groups,1.29
all_of_us,All of Us Research Program,3,35,General Research,Health Services Accessibility Humans,1.2262
all_of_us,All of Us Research Program,3,35,General Research,Health Services Accessibility,1.148
all_of_us,All of Us Research Program,3,35,General Research,United States Ethnicity,1.1339
all_of_us,All of Us Research Program,4,43,General Research,Black Or African American,1.4697
all_of_us,All of Us Research Program,4,43,General Research,Black Or African American Humans,1.4437
all_of_us,All of Us Research Program,4,43,General Research,White,1.3125
all_of_us,All of Us Research Program,4,43,General Research,Hispanic Or Latino,1.3125
all_of_us,All of Us Research Program,4,43,General Research,Cohort Studies,1.0689
all_of_us,All of Us Research Program,5,24,General Research,Case Control Studies,1.8123
all_of_us,All of Us Research Program,5,24,General Research,Population Health Case Control Studies,1.456
all_of_us,All of Us Research Program,5,24,General Research,Population Health,1.1186
all_of_us,All of Us Research Program,5,24,General Research,Population Health Psoriasis,1.0001
all_of_us,All of Us Research Program,5,24,General Research,Psoriasis,0.9205
all_of_us,All of Us Research Program,6,31,General Research,Biomedical Research,2.1911
all_of_us,All of Us Research Program,6,31,General Research,Biomedical Research United States,2.1001
all_of_us,All of Us Research Program,6,31,General Research,Precision Medicine Biomedical Research,1.3065
all_of_us,All of Us Research Program,6,31,General Research,Precision Medicine,1.2251
all_of_us,All of Us Research Program,6,31,General Research,National Institutes Of Health U S,0.9103
all_of_us,All of Us Research Program,7,46,Epidemiology & Risk Factors,Population Health,0.9896
all_of_us,All of Us Research Program,7,46,Epidemiology & Risk Factors,Surveys And Questionnaires,0.5973
all_of_us,All of Us Research Program,7,46,Epidemiology & Risk Factors,Population Health Humans,0.4859
all_of_us,All of Us Research Program,7,46,Epidemiology & Risk Factors,Humans Prevalence,0.4081
all_of_us,All of Us Research Program,7,46,Epidemiology & Risk Factors,Health Surveys,0.3479
all_of_us,All of Us Research Program,8,22,Mental Health & Psychiatry,Covid 19,1.8768
all_of_us,All of Us Research Program,8,22,Mental Health & Psychiatry,Anxiety,1.6737
all_of_us,All of Us Research Program,8,22,Mental Health & Psychiatry,Depression,1.6234
all_of_us,All of Us Research Program,8,22,Mental Health & Psychiatry,Sars Cov 2,1.4547
all_of_us,All of Us Research Program,8,22,Mental Health & Psychiatry,Anxiety Adult,1.2729
all_of_us,All of Us Research Program,9,15,General Research,Computational Biology,2.5182
all_of_us,All of Us Research Program,9,15,General Research,Humans Computational Biology,1.7153
all_of_us,All of Us Research Program,9,15,General Research,Adult Dermatitis Atopic,0.7182
all_of_us,All of Us Research Program,9,15,General Research,High Throughput Screening Assays,0.7182
all_of_us,All of Us Research Program,9,15,General Research,High Throughput Screening Assays Humans,0.7182
all_of_us,All of Us Research Program,10,29,General Research,Electronic Health Records Humans,2.0831
all_of_us,All of Us Research Program,10,29,General Research,Electronic Health Records,2.0
all_of_us,All of Us Research Program,10,29,General Research,Phenotype,0.7445
all_of_us,All of Us Research Program,10,29,General Research,Pharmacogenetics,0.7128
all_of_us,All of Us Research Program,10,29,General Research,Drug Interactions,0.6474
all_of_us,All of Us Research Program,11,56,General Research,Adolescent,1.6949
all_of_us,All of Us Research Program,11,56,General Research,Young Adult,1.593
all_of_us,All of Us Research Program,11,56,General Research,Young Adult Adult,1.479
all_of_us,All of Us Research Program,11,56,General Research,United States Adolescent,1.124
all_of_us,All of Us Research Program,11,56,General Research,Adolescent Aged,0.8543
estonian_biobank,Estonian Biobank,0,26,Metabolic & Diabetes,Electronic Health Records,0.8252
estonian_biobank,Estonian Biobank,0,26,Metabolic & Diabetes,Obesity,0.4514
estonian_biobank,Estonian Biobank,0,26,Metabolic & Diabetes,Estonia,0.4394
estonian_biobank,Estonian Biobank,0,26,Metabolic & Diabetes,Body Mass Index,0.4126
estonian_biobank,Estonian Biobank,0,26,Metabolic & Diabetes,Gastrointestinal Microbiome,0.3975
estonian_biobank,Estonian Biobank,1,36,Genomics & GWAS,Genetic Predisposition To Disease,0.7738
estonian_biobank,Estonian Biobank,1,36,Genomics & GWAS,Risk Factors,0.6237
estonian_biobank,Estonian Biobank,1,36,Genomics & GWAS,Genome Wide Association Study Genetic Predisposition To Disease,0.5959
estonian_biobank,Estonian Biobank,1,36,Genomics & GWAS,Genome Wide Association Study,0.5818
estonian_biobank,Estonian Biobank,1,36,Genomics & GWAS,Polymorphism Single Nucleotide,0.5238
estonian_biobank,Estonian Biobank,2,32,General Research,Adult Estonia,0.8799
estonian_biobank,Estonian Biobank,2,32,General Research,Female Adult,0.7569
estonian_biobank,Estonian Biobank,2,32,General Research,Aged,0.728
estonian_biobank,Estonian Biobank,2,32,General Research,Adult,0.7198
estonian_biobank,Estonian Biobank,2,32,General Research,Biological Specimen Banks,0.6995
biobank_japan,BioBank Japan,0,18,Mendelian Randomization,Diabetes Mellitus Type 2,1.5135
biobank_japan,BioBank Japan,0,18,Mendelian Randomization,Humans Diabetes Mellitus Type 2,1.2355
biobank_japan,BioBank Japan,0,18,Mendelian Randomization,Diabetes Mellitus Type 2 Genome Wide Association Study,1.094
biobank_japan,BioBank Japan,0,18,Mendelian Randomization,Mendelian Randomization Analysis,0.8479
biobank_japan,BioBank Japan,0,18,Mendelian Randomization,Triglycerides,0.8337
biobank_japan,BioBank Japan,1,28,General Research,Biological Specimen Banks,1.2255
biobank_japan,BioBank Japan,1,28,General Research,Young Adult,1.0584
biobank_japan,BioBank Japan,1,28,General Research,Adult Young Adult,0.9377
biobank_japan,BioBank Japan,1,28,General Research,Aged 80 And Over,0.8528
biobank_japan,BioBank Japan,1,28,General Research,Adult,0.8489
biobank_japan,BioBank Japan,2,27,General Research,Genetic Loci,1.0547
biobank_japan,BioBank Japan,2,27,General Research,Middle Aged Male,1.0163
biobank_japan,BioBank Japan,2,27,General Research,Middle Aged,0.8461
biobank_japan,BioBank Japan,2,27,General Research,Aged,0.7412
biobank_japan,BioBank Japan,2,27,General Research,Genetic Loci Female,0.6948
biobank_japan,BioBank Japan,3,9,Cardiovascular Research,Hypertension,2.1094
biobank_japan,BioBank Japan,3,9,Cardiovascular Research,Genome Wide Association Study Hypertension,1.7667
biobank_japan,BioBank Japan,3,9,Cardiovascular Research,Cross Sectional Studies,1.7667
biobank_japan,BioBank Japan,3,9,Cardiovascular Research,Cross Sectional Studies Risk Factors,1.4209
biobank_japan,BioBank Japan,3,9,Cardiovascular Research,Blood Pressure,1.325
biobank_japan,BioBank Japan,4,14,General Research,Genome Human,1.3109
biobank_japan,BioBank Japan,4,14,General Research,Phenotype,1.1584
biobank_japan,BioBank Japan,4,14,General Research,Phenotype Multifactorial Inheritance,1.072
biobank_japan,BioBank Japan,4,14,General Research,Genetics Population,1.072
biobank_japan,BioBank Japan,4,14,General Research,Genome Human Male,0.9134
biobank_japan,BioBank Japan,5,26,Genomics & GWAS,Female Genetic Predisposition To Disease,1.0916
biobank_japan,BioBank Japan,5,26,Genomics & GWAS,Genetic Predisposition To Disease Polymorphism Single Nucleotide,0.8961
biobank_japan,BioBank Japan,5,26,Genomics & GWAS,Humans East Asian People,0.8751
biobank_japan,BioBank Japan,5,26,Genomics & GWAS,White People,0.8751
biobank_japan,BioBank Japan,5,26,Genomics & GWAS,East Asian People,0.8492
biobank_japan,BioBank Japan,6,14,Cardiovascular Research,Cause Of Death,1.5298
biobank_japan,BioBank Japan,6,14,Cardiovascular Research,Follow Up Studies,1.27
biobank_japan,BioBank Japan,6,14,Cardiovascular Research,Cardiovascular Diseases Humans,1.1357
biobank_japan,BioBank Japan,6,14,Cardiovascular Research,Cause Of Death Biological Specimen Banks,1.1357
biobank_japan,BioBank Japan,6,14,Cardiovascular Research,Cardiovascular Diseases,1.1094
biobank_japan,BioBank Japan,7,16,Cancer & Oncology,Carcinoma Hepatocellular,1.4942
biobank_japan,BioBank Japan,7,16,Cancer & Oncology,Liver Neoplasms,1.4942
biobank_japan,BioBank Japan,7,16,Cancer & Oncology,Case Control Studies Genetic Predisposition To Disease,1.4817
biobank_japan,BioBank Japan,7,16,Cancer & Oncology,Female Case Control Studies,1.4382
biobank_japan,BioBank Japan,7,16,Cancer & Oncology,Case Control Studies,1.3911
biobank_japan,BioBank Japan,8,24,Mendelian Randomization,Genome Wide Association Study Mendelian Randomization Analysis,1.0516
biobank_japan,BioBank Japan,8,24,Mendelian Randomization,Mendelian Randomization Analysis,0.9327
biobank_japan,BioBank Japan,8,24,Mendelian Randomization,Humans Genome Wide Association Study,0.8372
biobank_japan,BioBank Japan,8,24,Mendelian Randomization,Graves Disease,0.6625
biobank_japan,BioBank Japan,8,24,Mendelian Randomization,Body Mass Index Humans,0.5328
biobank_japan,BioBank Japan,9,21,Genomics & GWAS,Polymorphism Single Nucleotide Genetic Predisposition To Disease,1.1659
biobank_japan,BioBank Japan,9,21,Genomics & GWAS,Genetic Predisposition To Disease Humans,1.0547
biobank_japan,BioBank Japan,9,21,Genomics & GWAS,Japan Polymorphism Single Nucleotide,1.0196
biobank_japan,BioBank Japan,9,21,Genomics & GWAS,Genetic Predisposition To Disease,0.7874
biobank_japan,BioBank Japan,9,21,Genomics & GWAS,Humans Genome Wide Association Study,0.6219
biobank_japan,BioBank Japan,10,16,Genomics & GWAS,Risk Factors Polymorphism Single Nucleotide,1.3382
biobank_japan,BioBank Japan,10,16,Genomics & GWAS,Polymorphism Single Nucleotide Humans,1.2808
biobank_japan,BioBank Japan,10,16,Genomics & GWAS,Linkage Disequilibrium,0.9888
biobank_japan,BioBank Japan,10,16,Genomics & GWAS,Humans Multifactorial Inheritance,0.938
biobank_japan,BioBank Japan,10,16,Genomics & GWAS,Multifactorial Inheritance,0.8432
china_kadoorie,China Kadoorie Biobank,0,19,General Research,Follow Up Studies Humans,2.3401
china_kadoorie,China Kadoorie Biobank,0,19,General Research,Follow Up Studies,2.0714
china_kadoorie,China Kadoorie Biobank,0,19,General Research,Middle Aged Follow Up Studies,1.2826
china_kadoorie,China Kadoorie Biobank,0,19,General Research,Humans Male,1.2334
china_kadoorie,China Kadoorie Biobank,0,19,General Research,Male China,1.0324
china_kadoorie,China Kadoorie Biobank,1,81,Mendelian Randomization,Cardiovascular Diseases,0.9873
china_kadoorie,China Kadoorie Biobank,1,81,Mendelian Randomization,Cardiovascular Diseases China,0.9079
china_kadoorie,China Kadoorie Biobank,1,81,Mendelian Randomization,Humans Cardiovascular Diseases,0.8728
china_kadoorie,China Kadoorie Biobank,1,81,Mendelian Randomization,Cohort Studies,0.7079
china_kadoorie,China Kadoorie Biobank,1,81,Mendelian Randomization,Mendelian Randomization Analysis,0.6172
china_kadoorie,China Kadoorie Biobank,2,15,Nutrition & Diet,Diet,2.9014
china_kadoorie,China Kadoorie Biobank,2,15,Nutrition & Diet,Vegetables,2.1551
china_kadoorie,China Kadoorie Biobank,2,15,Nutrition & Diet,Fruit,1.9853
china_kadoorie,China Kadoorie Biobank,2,15,Nutrition & Diet,Humans Vegetables,1.2624
china_kadoorie,China Kadoorie Biobank,2,15,Nutrition & Diet,Fruit Diet,1.0043
china_kadoorie,China Kadoorie Biobank,3,40,Metabolic & Diabetes,Diabetes Mellitus Type 2,1.4586
china_kadoorie,China Kadoorie Biobank,3,40,Metabolic & Diabetes,Diabetes Mellitus Type 2 Adult,1.4061
china_kadoorie,China Kadoorie Biobank,3,40,Metabolic & Diabetes,Asian People Male,0.8827
china_kadoorie,China Kadoorie Biobank,3,40,Metabolic & Diabetes,Asian People,0.8309
china_kadoorie,China Kadoorie Biobank,3,40,Metabolic & Diabetes,Healthy Lifestyle,0.7532
china_kadoorie,China Kadoorie Biobank,4,24,Respiratory Diseases,Lung Neoplasms,2.0307
china_kadoorie,China Kadoorie Biobank,4,24,Respiratory Diseases,Humans Lung Neoplasms,1.8177
china_kadoorie,China Kadoorie Biobank,4,24,Respiratory Diseases,Risk Factors Smoking,1.4316
china_kadoorie,China Kadoorie Biobank,4,24,Respiratory Diseases,Smoking,1.3307
china_kadoorie,China Kadoorie Biobank,4,24,Respiratory Diseases,Lung Neoplasms Risk Factors,1.0821
china_kadoorie,China Kadoorie Biobank,5,21,Environmental Health,Rural Population Urban Population,2.7685
china_kadoorie,China Kadoorie Biobank,5,21,Environmental Health,Rural Population,2.6863
china_kadoorie,China Kadoorie Biobank,5,21,Environmental Health,Urban Population,2.662
china_kadoorie,China Kadoorie Biobank,5,21,Environmental Health,Urban Population Female,2.1551
china_kadoorie,China Kadoorie Biobank,5,21,Environmental Health,Adult Rural Population,1.4945
china_kadoorie,China Kadoorie Biobank,6,104,Epidemiology & Risk Factors,Humans China,0.5895
china_kadoorie,China Kadoorie Biobank,6,104,Epidemiology & Risk Factors,Prospective Studies Adult,0.5188
china_kadoorie,China Kadoorie Biobank,6,104,Epidemiology & Risk Factors,China Aged,0.4874
china_kadoorie,China Kadoorie Biobank,6,104,Epidemiology & Risk Factors,Middle Aged Humans,0.4533
china_kadoorie,China Kadoorie Biobank,6,104,Epidemiology & Risk Factors,Male Prospective Studies,0.4496
china_kadoorie,China Kadoorie Biobank,7,39,Metabolic & Diabetes,Obesity,1.7628
china_kadoorie,China Kadoorie Biobank,7,39,Metabolic & Diabetes,China Obesity,1.5843
china_kadoorie,China Kadoorie Biobank,7,39,Metabolic & Diabetes,Body Mass Index,1.5591
china_kadoorie,China Kadoorie Biobank,7,39,Metabolic & Diabetes,Waist Circumference,1.5474
china_kadoorie,China Kadoorie Biobank,7,39,Metabolic & Diabetes,Waist Circumference Body Mass Index,1.2249
china_kadoorie,China Kadoorie Biobank,8,24,General Research,Multimorbidity,1.4316
china_kadoorie,China Kadoorie Biobank,8,24,General Research,Biological Specimen Banks,1.2767
china_kadoorie,China Kadoorie Biobank,8,24,General Research,Multimorbidity Adult,1.2175
china_kadoorie,China Kadoorie Biobank,8,24,General Research,Abortion Spontaneous,0.8697
china_kadoorie,China Kadoorie Biobank,8,24,General Research,Male Multimorbidity,0.789
china_kadoorie,China Kadoorie Biobank,9,48,Epidemiology & Risk Factors,Humans Proportional Hazards Models,1.6869
china_kadoorie,China Kadoorie Biobank,9,48,Epidemiology & Risk Factors,Proportional Hazards Models,1.5064
china_kadoorie,China Kadoorie Biobank,9,48,Epidemiology & Risk Factors,Proportional Hazards Models China,1.336
china_kadoorie,China Kadoorie Biobank,9,48,Epidemiology & Risk Factors,Male Prospective Studies,0.9169
china_kadoorie,China Kadoorie Biobank,9,48,Epidemiology & Risk Factors,China Risk Factors,0.7799
china_kadoorie,China Kadoorie Biobank,10,40,Cardiovascular Research,Blood Pressure,1.3056
china_kadoorie,China Kadoorie Biobank,10,40,Cardiovascular Research,Blood Pressure China,1.2112
china_kadoorie,China Kadoorie Biobank,10,40,Cardiovascular Research,Hypertension,1.1849
china_kadoorie,China Kadoorie Biobank,10,40,Cardiovascular Research,China Hypertension,1.0683
china_kadoorie,China Kadoorie Biobank,10,40,Cardiovascular Research,Cross Sectional Studies,0.9627
taiwan_biobank,Taiwan Biobank,0,25,Metabolic & Diabetes,Body Mass Index,2.316
