biobank,cluster,n_publications,rank_cdf_ipf,term_cdf_ipf,cdf_ipf_score,df_score,ipf_score,rank_tfidf,term_tfidf,mean_tfidf_score
Estonian Biobank,4,82,4,adolescent,1.2993429701051384,0.5487804878048781,2.3676916344138075,4,middle_aged,0.10064046433123945
Estonian Biobank,4,82,5,adult,1.2241138658565842,0.9878048780487805,1.239226382719011,5,aged,0.09779272764463716
Estonian Biobank,5,62,1,genetic_predisposition_to_disease genomewide_association_study,1.472466522481124,0.8225806451612904,1.7900573410554839,1,genetic_predisposition_to_disease genomewide_association_study,0.16334789717599543
Estonian Biobank,5,62,2,genetic_predisposition_to_disease,1.0246794792608183,0.8387096774193549,1.221733225272514,2,genomewide_association_study,0.16006707694059136
Estonian Biobank,5,62,3,genomewide_association_study humans,0.9580127044739324,0.6290322580645161,1.5229945558303541,3,genetic_predisposition_to_disease,0.13357570598685525
Estonian Biobank,5,62,4,genomewide_association_study,0.6571417396420304,0.9838709677419355,0.6679145550459981,4,genomewide_association_study humans,0.12420197116934165
Estonian Biobank,5,62,5,humans polymorphism_single_nucleotide,0.6274384143881876,0.16129032258064516,3.890118169206763,5,polymorphism_single_nucleotide,0.07411600073280597
Estonian Biobank,6,65,1,obesity,1.0609853968861325,0.4307692307692308,2.4630018141999503,1,genetic_loci,0.09212614468228122
Estonian Biobank,6,65,2,body_mass_index,1.0210533502717416,0.47692307692307695,2.1409183150859095,2,body_mass_index,0.07985870891493987
Estonian Biobank,6,65,3,genetic_loci,1.0101596570651488,0.4461538461538462,2.2641509554908508,3,obesity,0.0782053661418431
Estonian Biobank,6,65,4,white_people,0.7060426404715888,0.3230769230769231,2.185370077650156,4,genomewide_association_study,0.07515941815718319
Estonian Biobank,6,65,5,genetic_loci genomewide_association_study,0.6969306122752753,0.2,3.484653061376376,5,female,0.05806125869760982
Estonian Biobank,7,133,1,phenotype polymorphism_single_nucleotide,0.5699317023545661,0.21804511278195488,2.613824703901976,1,polymorphism_single_nucleotide,0.07099589135110619
Estonian Biobank,7,133,2,quantitative_trait_loci,0.5476681729048545,0.23308270676691728,2.3496731289143757,2,genomewide_association_study,0.0617874780303657
Estonian Biobank,7,133,3,polymorphism_single_nucleotide,0.528779043206862,0.5338345864661654,0.9905297569931358,3,quantitative_trait_loci,0.05230040108305989
Estonian Biobank,7,133,4,phenotype,0.5085442770264276,0.2857142857142857,1.7799049695924964,4,phenotype,0.05032139008759682
Estonian Biobank,7,133,5,animals,0.43222715681661356,0.15789473684210525,2.7374386598385527,5,phenotype polymorphism_single_nucleotide,0.04645943134167328
Estonian Biobank,8,25,1,depressive_disorder_major,1.6764332031028246,0.44,3.8100754615973287,1,risk_factors,0.17178603030804157
Estonian Biobank,8,25,2,polymorphism_single_nucleotide risk_factors,1.6438256953793629,0.44,3.735967489498552,2,depressive_disorder_major,0.14295173155212726
Estonian Biobank,8,25,3,risk_factors,1.448541302604875,0.8,1.8106766282560935,3,polymorphism_single_nucleotide risk_factors,0.1393573667009228
Estonian Biobank,8,25,4,depressive_disorder_major genomewide_association_study,0.798196872993313,0.16,4.988730456208206,4,genomewide_association_study,0.10263262734582626
Estonian Biobank,8,25,5,genomewide_association_study humans,0.7919571690317841,0.52,1.5229945558303541,5,genomewide_association_study humans,0.09756557244260833
Estonian Biobank,9,66,1,genetics_population,0.819222435339177,0.24242424242424243,3.3792925457741054,1,genetic_variation,0.06922006994082212
Estonian Biobank,9,66,2,genetic_variation,0.7563278879791085,0.3484848484848485,2.1703322002878767,2,genome_human,0.06708449716981832
Estonian Biobank,9,66,3,genome_human,0.7258507507854235,0.2727272727272727,2.661452752879886,3,genetics_population,0.063496461273047
Estonian Biobank,9,66,4,estonia,0.6622333568636837,0.30303030303030304,2.185370077650156,4,estonia,0.06258054319013433
Estonian Biobank,9,66,5,haplotypes,0.6144168265043828,0.18181818181818182,3.3792925457741054,5,haplotypes,0.047438882971857416
