biobank,cluster,n_publications,rank_cdf_ipf,term_cdf_ipf,cdf_ipf_score,df_score,ipf_score,rank_tfidf,term_tfidf,mean_tfidf_score
Estonian Biobank,2,35,3,genetic_predisposition_to_disease genetic_variation,1.9310243118709174,0.5714285714285714,3.3792925457741054,3,genetic_predisposition_to_disease genetic_variation,0.1535487429097538
Estonian Biobank,2,35,4,genetic_predisposition_to_disease,0.6981332715842936,0.5714285714285714,1.221733225272514,4,genetic_predisposition_to_disease,0.07860217426076059
Estonian Biobank,2,35,5,diabetes_mellitus_type_2,0.6870665445963701,0.2857142857142857,2.4047329060872955,5,genomewide_association_study,0.07278051952548917
Estonian Biobank,3,22,1,endometrium,1.249981458800011,0.2727272727272727,4.583265348933375,1,prospective_studies,0.11697681383253399
Estonian Biobank,3,22,2,prospective_studies,1.0307597374658704,0.3181818181818182,3.239530603464164,2,critical_illness,0.09149869663108
Estonian Biobank,3,22,3,multicenter_studies_as_topic,0.9070419011287647,0.18181818181818182,4.988730456208206,3,adult,0.09013356835393319
Estonian Biobank,3,22,4,menstrual_cycle,0.866470346435272,0.18181818181818182,4.765586905393996,4,endometrium,0.08823800503590615
Estonian Biobank,3,22,5,gene_expression_profiling humans,0.866470346435272,0.18181818181818182,4.765586905393996,5,transcriptome,0.08598803666586755
Estonian Biobank,4,82,1,young_adult,1.5514357965467864,0.6951219512195121,2.2318900932778334,1,adult,0.11584666276948274
Estonian Biobank,4,82,2,adult aged,1.419486880283735,0.6585365853658537,2.155517114504931,2,young_adult,0.11066883682459874
Estonian Biobank,4,82,3,adolescent adult,1.346824148572303,0.524390243902439,2.5683623298355545,3,adult aged,0.10497917081095098
Estonian Biobank,4,82,4,adolescent,1.2993429701051384,0.5487804878048781,2.3676916344138075,4,middle_aged,0.10064046433123945
Estonian Biobank,4,82,5,adult,1.2241138658565842,0.9878048780487805,1.239226382719011,5,aged,0.09779272764463716
Estonian Biobank,5,62,1,genetic_predisposition_to_disease genomewide_association_study,1.472466522481124,0.8225806451612904,1.7900573410554839,1,genetic_predisposition_to_disease genomewide_association_study,0.16334789717599543
Estonian Biobank,5,62,2,genetic_predisposition_to_disease,1.0246794792608183,0.8387096774193549,1.221733225272514,2,genomewide_association_study,0.16006707694059136
Estonian Biobank,5,62,3,genomewide_association_study humans,0.9580127044739324,0.6290322580645161,1.5229945558303541,3,genetic_predisposition_to_disease,0.13357570598685525
Estonian Biobank,5,62,4,genomewide_association_study,0.6571417396420304,0.9838709677419355,0.6679145550459981,4,genomewide_association_study humans,0.12420197116934165
Estonian Biobank,5,62,5,humans polymorphism_single_nucleotide,0.6274384143881876,0.16129032258064516,3.890118169206763,5,polymorphism_single_nucleotide,0.07411600073280597
Estonian Biobank,6,65,1,obesity,1.0609853968861325,0.4307692307692308,2.4630018141999503,1,genetic_loci,0.09212614468228122
Estonian Biobank,6,65,2,body_mass_index,1.0210533502717416,0.47692307692307695,2.1409183150859095,2,body_mass_index,0.07985870891493987
Estonian Biobank,6,65,3,genetic_loci,1.0101596570651488,0.4461538461538462,2.2641509554908508,3,obesity,0.0782053661418431
Estonian Biobank,6,65,4,white_people,0.7060426404715888,0.3230769230769231,2.185370077650156,4,genomewide_association_study,0.07515941815718319
Estonian Biobank,6,65,5,genetic_loci genomewide_association_study,0.6969306122752753,0.2,3.484653061376376,5,female,0.05806125869760982
Estonian Biobank,7,133,1,phenotype polymorphism_single_nucleotide,0.5699317023545661,0.21804511278195488,2.613824703901976,1,polymorphism_single_nucleotide,0.07099589135110619
Estonian Biobank,7,133,2,quantitative_trait_loci,0.5476681729048545,0.23308270676691728,2.3496731289143757,2,genomewide_association_study,0.0617874780303657
Estonian Biobank,7,133,3,polymorphism_single_nucleotide,0.528779043206862,0.5338345864661654,0.9905297569931358,3,quantitative_trait_loci,0.05230040108305989
Estonian Biobank,7,133,4,phenotype,0.5085442770264276,0.2857142857142857,1.7799049695924964,4,phenotype,0.05032139008759682
Estonian Biobank,7,133,5,animals,0.43222715681661356,0.15789473684210525,2.7374386598385527,5,phenotype polymorphism_single_nucleotide,0.04645943134167328
Estonian Biobank,8,25,1,depressive_disorder_major,1.6764332031028246,0.44,3.8100754615973287,1,risk_factors,0.17178603030804157
Estonian Biobank,8,25,2,polymorphism_single_nucleotide risk_factors,1.6438256953793629,0.44,3.735967489498552,2,depressive_disorder_major,0.14295173155212726
Estonian Biobank,8,25,3,risk_factors,1.448541302604875,0.8,1.8106766282560935,3,polymorphism_single_nucleotide risk_factors,0.1393573667009228
Estonian Biobank,8,25,4,depressive_disorder_major genomewide_association_study,0.798196872993313,0.16,4.988730456208206,4,genomewide_association_study,0.10263262734582626
Estonian Biobank,8,25,5,genomewide_association_study humans,0.7919571690317841,0.52,1.5229945558303541,5,genomewide_association_study humans,0.09756557244260833
Estonian Biobank,9,66,1,genetics_population,0.819222435339177,0.24242424242424243,3.3792925457741054,1,genetic_variation,0.06922006994082212
Estonian Biobank,9,66,2,genetic_variation,0.7563278879791085,0.3484848484848485,2.1703322002878767,2,genome_human,0.06708449716981832
Estonian Biobank,9,66,3,genome_human,0.7258507507854235,0.2727272727272727,2.661452752879886,3,genetics_population,0.063496461273047
Estonian Biobank,9,66,4,estonia,0.6622333568636837,0.30303030303030304,2.185370077650156,4,estonia,0.06258054319013433
Estonian Biobank,9,66,5,haplotypes,0.6144168265043828,0.18181818181818182,3.3792925457741054,5,haplotypes,0.047438882971857416
FinnGen,0,165,1,male,1.3400426076660457,0.9454545454545454,1.4173527581083176,1,male,0.1377165209331959
FinnGen,0,165,2,middle_aged,1.105902369602327,0.509090909090909,2.1723082260045707,2,female,0.10932069697404459
FinnGen,0,165,3,female male,1.0679356824273516,0.3575757575757576,2.9865997898392034,3,female male,0.08838200835046417
FinnGen,0,165,4,humans male,1.0273033232094588,0.3333333333333333,3.0819099696283767,4,middle_aged,0.08772673379318122
FinnGen,0,165,5,female,0.962801452707227,0.8727272727272727,1.1032099978936976,5,humans male,0.0835928980253876
FinnGen,1,61,1,causality,2.197121870859168,0.7540983606557377,2.9135746548349837,1,causality,0.24983249939317748
FinnGen,1,61,2,depressive_disorder_major,1.0598715582041212,0.26229508196721313,4.040760315653212,2,mendelian_randomization_analysis,0.10013408584931874
FinnGen,1,61,3,genomewide_association_study causality,0.8459807654976051,0.18032786885245902,4.69134788139581,3,depressive_disorder_major,0.09391129061523834
FinnGen,1,61,4,humans depressive_disorder_major,0.734610976756202,0.14754098360655737,4.979029953569814,4,genomewide_association_study causality,0.08062306975305886
FinnGen,1,61,5,depression,0.5780888843032692,0.14754098360655737,3.9181579936110467,5,genomewide_association_study,0.07434012420616128
FinnGen,2,183,1,risk_factors,0.8213316900998211,0.6338797814207651,1.2957215455885107,1,polymorphism_single_nucleotide,0.1241527794247384
FinnGen,2,183,2,polymorphism_single_nucleotide risk_factors,0.8127782525749333,0.26229508196721313,3.098717087941933,2,risk_factors,0.10662296099969172
FinnGen,2,183,3,humans mendelian_randomization_analysis,0.7616689622022954,0.5409836065573771,1.4079335361921217,3,humans mendelian_randomization_analysis,0.106533910392302
FinnGen,2,183,4,polymorphism_single_nucleotide,0.7230787053747909,0.8797814207650273,0.8218844912024021,4,mendelian_randomization_analysis,0.0938766075025397
FinnGen,2,183,5,genomewide_association_study polymorphism_single_nucleotide,0.708999848554932,0.23497267759562843,3.017371448501222,5,genetic_predisposition_to_disease,0.08788023531181618
FinnGen,3,73,1,pregnancy,2.8587664183475003,1.0,2.8587664183475003,1,pregnancy,0.24053024357246597
FinnGen,3,73,2,female pregnancy,1.3552666803934736,0.3424657534246575,3.957378706748943,2,female,0.13142962595767377
FinnGen,3,73,3,diabetes_gestational,1.2731162638359435,0.3150684931506849,4.040760315653212,3,female pregnancy,0.09943806451438612
FinnGen,3,73,4,preeclampsia,1.217763382799598,0.3013698630136986,4.040760315653212,4,diabetes_gestational,0.09396672947060013
FinnGen,3,73,5,female,1.1032099978936976,1.0,1.1032099978936976,5,humans female,0.08806793239442116
FinnGen,4,47,1,genetic_predisposition_to_disease polymorphism_single_nucleotide,2.019090301803798,0.5531914893617021,3.649894007106865,1,autoimmune_diseases,0.19561306229255557
FinnGen,4,47,2,autoimmune_diseases,2.000761528652449,0.5106382978723404,3.9181579936110467,2,genetic_predisposition_to_disease polymorphism_single_nucleotide,0.18538687980232396
FinnGen,4,47,3,mendelian_randomization_analysis autoimmune_diseases,1.0369509442602336,0.2127659574468085,4.873669438023098,3,genetic_predisposition_to_disease,0.12384181940251572
FinnGen,4,47,4,genetic_predisposition_to_disease,0.9504787498777432,0.7446808510638298,1.2763571784072552,4,polymorphism_single_nucleotide,0.107464822480365
FinnGen,4,47,5,humans mendelian_randomization_analysis,0.748900817123469,0.5319148936170213,1.4079335361921217,5,humans mendelian_randomization_analysis,0.0914818573586621
FinnGen,5,34,1,crohn_disease,3.2488177161438068,0.8529411764705882,3.8089587016858424,1,crohn_disease,0.27834933501754955
FinnGen,5,34,2,colitis_ulcerative,3.2199016867831767,0.8529411764705882,3.7750571500216554,2,inflammatory_bowel_diseases,0.273169681802367
FinnGen,5,34,3,inflammatory_bowel_diseases,3.170060817602873,0.8823529411764706,3.592735593283256,3,colitis_ulcerative,0.2643164453329957
FinnGen,5,34,4,colitis_ulcerative crohn_disease,2.2689967624758123,0.5294117647058824,4.285882773565423,4,colitis_ulcerative crohn_disease,0.1743375421448012
FinnGen,5,34,5,inflammatory_bowel_diseases colitis_ulcerative,1.3179785171214213,0.2647058823529412,4.979029953569814,5,inflammatory_bowel_diseases colitis_ulcerative,0.10070351725031126
FinnGen,6,100,1,gastrointestinal_microbiome,2.4055699074667336,1.0,2.4055699074667336,1,gastrointestinal_microbiome,0.30467433362060037
FinnGen,6,100,2,humans gastrointestinal_microbiome,1.5157550822244021,0.47,3.2250108132434088,2,humans gastrointestinal_microbiome,0.17645343570485816
FinnGen,6,100,3,gastrointestinal_microbiome genomewide_association_study,1.482620498490825,0.44,3.369592042024602,3,gastrointestinal_microbiome genomewide_association_study,0.16945487491136074
FinnGen,6,100,4,mendelian_randomization_analysis gastrointestinal_microbiome,1.076050402382426,0.29,3.7105186289049175,4,mendelian_randomization_analysis gastrointestinal_microbiome,0.11735294468528562
FinnGen,6,100,5,gastrointestinal_microbiome mendelian_randomization_analysis,0.677090488371902,0.16,4.231815552324387,5,mendelian_randomization_analysis,0.10694482069079268
FinnGen,7,89,1,humans genomewide_association_study,2.484412610124344,0.9775280898876404,2.5415255436904207,1,humans genomewide_association_study,0.2951845639160178
FinnGen,7,89,2,genomewide_association_study mendelian_randomization_analysis,1.0886301782302938,0.6404494382022472,1.6997909800437923,2,genomewide_association_study mendelian_randomization_analysis,0.15554532773305987
FinnGen,7,89,3,polymorphism_single_nucleotide,0.3139783449537267,0.38202247191011235,0.8218844912024021,3,genomewide_association_study,0.11468764392543646
FinnGen,7,89,4,telomere,0.3108745060979579,0.06741573033707865,4.611305173786376,4,mendelian_randomization_analysis,0.08304892815749913
FinnGen,7,89,5,lupus_erythematosus_systemic,0.29687634668442897,0.06741573033707865,4.403665809152363,5,polymorphism_single_nucleotide,0.05349325461274891
FinnGen,8,456,1,genomewide_association_study mendelian_randomization_analysis,0.3802164034308483,0.2236842105263158,1.6997909800437923,1,genomewide_association_study,0.0645548547299955
FinnGen,8,456,2,polymorphism_single_nucleotide,0.2505305795551182,0.3048245614035088,0.8218844912024021,2,mendelian_randomization_analysis,0.06420253761620485
FinnGen,8,456,3,diabetes_mellitus_type_2,0.24244874314681858,0.09429824561403509,2.571084345929053,3,genomewide_association_study mendelian_randomization_analysis,0.04392241004550135
FinnGen,8,456,4,genetic_predisposition_to_disease,0.22392231200127283,0.17543859649122806,1.2763571784072552,4,polymorphism_single_nucleotide,0.03691186045863672
FinnGen,8,456,5,genetic_predisposition_to_disease genomewide_association_study,0.206500437889149,0.07456140350877193,2.76953528463094,5,genetic_predisposition_to_disease,0.026907582393965183
FinnGen,9,100,1,male female,2.3285070295709183,0.87,2.676444861575768,1,male female,0.1946137194464189
FinnGen,9,100,2,male,1.3890057029461513,0.98,1.4173527581083176,2,male,0.14530733758806458
FinnGen,9,100,3,middle_aged,1.2382156888226052,0.57,2.1723082260045707,3,female,0.12903124394168053
FinnGen,9,100,4,female,1.1032099978936976,1.0,1.1032099978936976,4,middle_aged,0.10025022860784812
FinnGen,9,100,5,female middle_aged,0.8578945364228993,0.21,4.0852120782042824,5,humans mendelian_randomization_analysis,0.07155372162514882
Million Veteran Program,0,31,1,united_states_department_of_veterans_affairs,1.1907103430413146,0.41935483870967744,2.839386202636981,1,alleles,0.08956543763434952
Million Veteran Program,0,31,2,united_states united_states_department_of_veterans_affairs,1.170583995122337,0.3548387096774194,3.298918531708404,2,genotype,0.0869812828956536
Million Veteran Program,0,31,3,genotype,1.0991172397304443,0.3870967741935484,2.839386202636981,3,aged,0.08482297832374118
Million Veteran Program,0,31,4,united_states,0.9323148644452891,0.6129032258064516,1.521145305147577,4,united_states_department_of_veterans_affairs,0.08382117987215565
Million Veteran Program,0,31,5,aged,0.8956388810898076,0.7096774193548387,1.2620366051720016,5,united_states united_states_department_of_veterans_affairs,0.08148072195299794
Million Veteran Program,1,82,1,genetic_predisposition_to_disease genomewide_association_study,0.7582587791712279,0.4268292682926829,1.7764919969154482,1,genomewide_association_study,0.10942468446625471
Million Veteran Program,1,82,2,phenotype,0.7399847803915671,0.36585365853658536,2.022625066403617,2,polymorphism_single_nucleotide,0.09658746148374403
Million Veteran Program,1,82,3,genomewide_association_study humans,0.6415563966464549,0.4024390243902439,1.5941704401517969,3,genetic_predisposition_to_disease,0.0931888370607303
Million Veteran Program,1,82,4,genetic_predisposition_to_disease,0.6341530632857046,0.5853658536585366,1.0833448164464121,4,genetic_predisposition_to_disease genomewide_association_study,0.08809667344144645
Million Veteran Program,1,82,5,polymorphism_single_nucleotide,0.6229580777112874,0.6097560975609756,1.0216512474465114,5,genomewide_association_study humans,0.08513261732728095
Million Veteran Program,2,53,1,female humans,0.9440600718305515,0.39622641509433965,2.382627800334249,1,female humans,0.0942050152073125
Million Veteran Program,2,53,2,humans male,0.7378856023615906,0.4716981132075472,1.5643174770065722,2,male,0.09072205200245317
Million Veteran Program,2,53,3,male middle_aged,0.6640246819097834,0.33962264150943394,1.955183785623251,3,female,0.08699132091560124
Million Veteran Program,2,53,4,male,0.6022202977272115,0.7924528301886793,0.7599446614176716,4,humans male,0.08159499975008032
Million Veteran Program,2,53,5,female,0.5987260583295206,0.7169811320754716,0.8350652918806473,5,veterans,0.06751064160843442
Million Veteran Program,3,28,1,mendelian_randomization_analysis,2.046155563808274,1.0,2.046155563808274,1,mendelian_randomization_analysis,0.21256659892881025
Million Veteran Program,3,28,2,mendelian_randomization_analysis polymorphism_single_nucleotide,1.2433000315484615,0.35714285714285715,3.4812400883356918,2,mendelian_randomization_analysis polymorphism_single_nucleotide,0.10569691149064847
Million Veteran Program,3,28,3,humans mendelian_randomization_analysis,1.058395325542829,0.2857142857142857,3.7043836393999015,3,genomewide_association_study,0.10111638364720095
Million Veteran Program,3,28,4,triglycerides,0.8554426524503606,0.21428571428571427,3.992065711435016,4,polymorphism_single_nucleotide,0.0943231639212324
Million Veteran Program,3,28,5,cholesterol_hdl,0.8224103639669684,0.21428571428571427,3.837915031845853,5,humans mendelian_randomization_analysis,0.08710040846410358
Million Veteran Program,4,37,1,covid19,0.7320929532156273,0.21621621621621623,3.385929908622276,1,female,0.08859574521799407
Million Veteran Program,4,37,2,male female,0.7038129949973556,0.24324324324324326,2.893453423878017,2,male,0.07953652750259062
Million Veteran Program,4,37,3,risk_factors,0.6821819487416225,0.5405405405405406,1.2620366051720016,3,risk_factors,0.06947776410754171
Million Veteran Program,4,37,4,female,0.6545106341767235,0.7837837837837838,0.8350652918806473,4,middle_aged,0.06741239867810264
Million Veteran Program,4,37,5,middle_aged,0.6535752452558172,0.5405405405405406,1.2091142037232618,5,covid19,0.06614220874551231
Million Veteran Program,5,9,1,genomics,3.009715474330912,0.8888888888888888,3.385929908622276,1,genomics,0.2768912798194443
Million Veteran Program,5,9,2,genomics humans,2.789578247464094,0.7777777777777778,3.586600603882407,2,genomics humans,0.2613777905264021
Million Veteran Program,5,9,3,genomewide_association_study genomics,2.3191040377197982,0.5555555555555556,4.174387267895637,3,genomewide_association_study genomics,0.21184407335902394
Million Veteran Program,5,9,4,epigenesis_genetic,1.5617376301094315,0.3333333333333333,4.685212890328295,4,epigenesis_genetic,0.11274804825748568
Million Veteran Program,5,9,5,casecontrol_studies cell_cycle_proteins,1.1312617770599538,0.2222222222222222,5.090677996769792,5,precision_medicine,0.08572279770726203
Million Veteran Program,6,31,1,white_people,1.303601880734782,0.5161290322580645,2.52572864392364,1,white_people,0.12254131305285199
Million Veteran Program,6,31,2,stress_disorders_posttraumatic,1.0927428248498914,0.41935483870967744,2.6057713515651253,2,stress_disorders_posttraumatic,0.09949834575893168
Million Veteran Program,6,31,3,veterans white_people,1.0106826062910073,0.2903225806451613,3.4812400883356918,3,multifactorial_inheritance,0.08318792989739585
Million Veteran Program,6,31,4,multifactorial_inheritance,0.8574781571607354,0.3548387096774194,2.416529351998436,4,veterans white_people,0.08136862672646572
Million Veteran Program,6,31,5,stress_disorders_posttraumatic united_states,0.7726578796325837,0.1935483870967742,3.992065711435016,5,genomewide_association_study humans,0.07880043609090887
Million Veteran Program,7,21,1,humans veterans,2.1969821289720435,0.7142857142857143,3.075774980560861,1,humans veterans,0.23832338822568142
Million Veteran Program,7,21,2,aortic_aneurysm_abdominal,1.1405902032671473,0.2857142857142857,3.992065711435016,2,aortic_aneurysm_abdominal,0.14745406048501616
Million Veteran Program,7,21,3,veterans,0.7530432032719148,0.8571428571428571,0.8785504038172339,3,veterans,0.13771942912538637
Million Veteran Program,7,21,4,brain_injuries_traumatic,0.7025266280203061,0.23809523809523808,2.950611837685286,4,aortic_aneurysm_abdominal humans,0.06238082076384477
Million Veteran Program,7,21,5,crosssectional_studies,0.5858619010592115,0.19047619047619047,3.075774980560861,5,brain_injuries_traumatic,0.0553852789892643
Million Veteran Program,8,21,1,incidence,1.612347575534417,0.47619047619047616,3.385929908622276,1,incidence,0.11331949752338094
Million Veteran Program,8,21,2,prospective_studies,1.4348728659729222,0.5238095238095238,2.739302744130124,2,prospective_studies,0.1062996964316698
Million Veteran Program,8,21,3,humans incidence,1.4111937673904387,0.38095238095238093,3.7043836393999015,3,humans incidence,0.09362558657767707
Million Veteran Program,8,21,4,incidence male,1.2793050106152841,0.3333333333333333,3.837915031845853,4,veterans,0.08311189269099394
Million Veteran Program,8,21,5,risk_assessment,1.1240426048324899,0.38095238095238093,2.950611837685286,5,incidence male,0.07867577850082119
Million Veteran Program,9,12,1,depressive_disorder_major,2.4695890929332673,0.6666666666666666,3.7043836393999015,1,depressive_disorder_major,0.2526547142200625
Million Veteran Program,9,12,2,suicide_attempted,1.975125780029661,0.5833333333333334,3.385929908622276,2,suicide_attempted,0.21540364349965135
Million Veteran Program,9,12,3,suicidal_ideation,1.3306885704783387,0.3333333333333333,3.992065711435016,3,suicidal_ideation,0.14424140012769654
Million Veteran Program,9,12,4,depressive_disorder_major genomewide_association_study,1.1713032225820736,0.25,4.685212890328295,4,risk_factors,0.12190299477288215
Million Veteran Program,9,12,5,humans interleukin6,0.8484463327949654,0.16666666666666666,5.090677996769792,5,humans suicide_attempted,0.09518628164780174
UK Biobank,0,339,1,genotype,3.1373731885482576,1.0,3.1373731885482576,1,genotype,0.266575146449651
UK Biobank,0,339,2,genotype humans,2.201604917101743,0.5781710914454278,3.807877892334137,2,genotype humans,0.15691705783330434
UK Biobank,0,339,3,genomewide_association_study genotype,1.7096345501738945,0.41002949852507375,4.169540377762232,3,genomewide_association_study genotype,0.12112042638859442
UK Biobank,0,339,4,phenotype,0.7983756912461774,0.34513274336283184,2.313242387456873,4,phenotype,0.06909655886070716
UK Biobank,0,339,5,polymorphism_single_nucleotide,0.6611016654169876,0.44837758112094395,1.4744306880023605,5,polymorphism_single_nucleotide,0.06650166680575663
